order.date,order.id,order.line,state,quantity,price,extended_price,category_1,category_2,frame_material,bikeshop.name
2013-12-06,1087,1,KS,1,5330,5330,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2013-12-06,1087,2,KS,1,1350,1350,Mountain,Sport,Aluminum,Kansas City 29ers
2013-12-06,1087,3,KS,1,1250,1250,Road,Endurance Road,Aluminum,Kansas City 29ers
2013-12-06,1087,4,KS,1,7990,7990,Mountain,Over Mountain,Carbon,Kansas City 29ers
2013-12-06,1087,5,KS,1,4260,4260,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2013-12-12,1088,1,KS,1,1950,1950,Road,Elite Road,Aluminum,Wichita Speed
2013-12-12,1088,2,KS,1,4500,4500,Road,Triathalon,Carbon,Wichita Speed
2013-12-12,1088,3,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Wichita Speed
2013-12-12,1088,4,KS,1,1030,1030,Road,Elite Road,Aluminum,Wichita Speed
2013-12-12,1088,5,KS,1,1840,1840,Road,Endurance Road,Carbon,Wichita Speed
2013-12-12,1088,6,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Wichita Speed
2013-12-12,1088,7,KS,1,4800,4800,Road,Endurance Road,Carbon,Wichita Speed
2013-12-12,1088,8,KS,1,3200,3200,Road,Elite Road,Aluminum,Wichita Speed
2013-12-12,1088,9,KS,3,5330,15990,Mountain,Cross Country Race,Carbon,Wichita Speed
2013-12-12,1088,10,KS,1,2130,2130,Road,Endurance Road,Aluminum,Wichita Speed
2013-12-12,1088,11,KS,1,4800,4800,Mountain,Cross Country Race,Carbon,Wichita Speed
2013-12-12,1088,12,KS,1,12790,12790,Road,Elite Road,Carbon,Wichita Speed
2013-12-12,1088,13,KS,1,1750,1750,Road,Cyclocross,Carbon,Wichita Speed
2013-12-12,1088,14,KS,1,12250,12250,Mountain,Trail,Carbon,Wichita Speed
2013-12-13,1089,1,FL,1,7460,7460,Mountain,Trail,Carbon,Tampa 29ers
2013-12-13,1089,2,FL,1,415,415,Mountain,Sport,Aluminum,Tampa 29ers
2013-12-13,1089,3,FL,1,6390,6390,Mountain,Cross Country Race,Carbon,Tampa 29ers
2013-12-13,1089,4,FL,1,815,815,Mountain,Sport,Aluminum,Tampa 29ers
2013-12-13,1089,5,FL,8,3200,25600,Mountain,Over Mountain,Carbon,Tampa 29ers
2013-12-13,1089,6,FL,3,585,1755,Mountain,Sport,Aluminum,Tampa 29ers
2013-12-13,1089,7,FL,1,7990,7990,Mountain,Over Mountain,Carbon,Tampa 29ers
2013-12-16,1090,1,KS,1,2450,2450,Road,Cyclocross,Carbon,Kansas City 29ers
2013-12-16,1090,2,KS,1,4260,4260,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2013-12-16,1090,3,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2013-12-16,1090,4,KS,1,1840,1840,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2013-12-16,1091,1,WA,1,7000,7000,Road,Triathalon,Carbon,Seattle Race Equipment
2013-12-16,1091,2,WA,1,3200,3200,Road,Triathalon,Carbon,Seattle Race Equipment
2013-12-16,1091,3,WA,1,2450,2450,Road,Cyclocross,Carbon,Seattle Race Equipment
2013-12-16,1091,4,WA,1,1950,1950,Road,Elite Road,Aluminum,Seattle Race Equipment
2013-12-16,1091,5,WA,1,3200,3200,Mountain,Trail,Aluminum,Seattle Race Equipment
2013-12-16,1091,6,WA,2,1030,2060,Road,Endurance Road,Aluminum,Seattle Race Equipment
2013-12-16,1091,7,WA,1,5330,5330,Road,Endurance Road,Carbon,Seattle Race Equipment
2013-12-17,1092,1,AZ,1,2700,2700,Road,Triathalon,Carbon,Phoenix Bi-peds
2013-12-17,1092,2,AZ,1,8200,8200,Mountain,Over Mountain,Carbon,Phoenix Bi-peds
2013-12-17,1092,3,AZ,1,11190,11190,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2013-12-17,1092,4,AZ,2,2660,5320,Road,Elite Road,Aluminum,Phoenix Bi-peds
2013-12-17,1092,5,AZ,1,4260,4260,Road,Elite Road,Aluminum,Phoenix Bi-peds
2013-12-17,1092,6,AZ,1,3500,3500,Road,Cyclocross,Carbon,Phoenix Bi-peds
2013-12-17,1092,7,AZ,2,815,1630,Mountain,Sport,Aluminum,Phoenix Bi-peds
2013-12-17,1092,8,AZ,1,1960,1960,Road,Cyclocross,Carbon,Phoenix Bi-peds
2013-12-17,1092,9,AZ,1,870,870,Road,Endurance Road,Aluminum,Phoenix Bi-peds
2013-12-17,1092,10,AZ,1,1570,1570,Road,Endurance Road,Aluminum,Phoenix Bi-peds
2013-12-17,1092,11,AZ,3,2130,6390,Mountain,Trail,Aluminum,Phoenix Bi-peds
2013-12-17,1092,12,AZ,3,1030,3090,Road,Endurance Road,Aluminum,Phoenix Bi-peds
2013-12-17,1092,13,AZ,1,1520,1520,Mountain,Sport,Aluminum,Phoenix Bi-peds
2013-12-17,1092,14,AZ,1,3200,3200,Road,Triathalon,Carbon,Phoenix Bi-peds
2013-12-17,1092,15,AZ,1,3730,3730,Road,Endurance Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,16,AZ,1,3940,3940,Road,Elite Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,17,AZ,1,5330,5330,Mountain,Trail,Carbon,Phoenix Bi-peds
2013-12-17,1092,18,AZ,1,3200,3200,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds
2013-12-17,1092,19,AZ,1,3200,3200,Road,Endurance Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,20,AZ,1,1950,1950,Mountain,Trail,Aluminum,Phoenix Bi-peds
2013-12-17,1092,21,AZ,2,3200,6400,Mountain,Over Mountain,Carbon,Phoenix Bi-peds
2013-12-17,1092,22,AZ,1,1620,1620,Mountain,Trail,Aluminum,Phoenix Bi-peds
2013-12-17,1092,23,AZ,1,2660,2660,Road,Endurance Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,24,AZ,1,2060,2060,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds
2013-12-17,1092,25,AZ,1,1950,1950,Road,Triathalon,Carbon,Phoenix Bi-peds
2013-12-17,1092,26,AZ,1,9590,9590,Road,Endurance Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,27,AZ,1,2340,2340,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds
2013-12-17,1092,28,AZ,1,7990,7990,Mountain,Over Mountain,Carbon,Phoenix Bi-peds
2013-12-17,1092,29,AZ,1,1840,1840,Road,Elite Road,Carbon,Phoenix Bi-peds
2013-12-17,1092,30,AZ,1,4260,4260,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2013-12-18,1093,1,LA,1,1960,1960,Road,Cyclocross,Carbon,New Orleans Velocipedes
2013-12-18,1093,2,LA,5,3200,16000,Road,Endurance Road,Carbon,New Orleans Velocipedes
2013-12-18,1093,3,LA,1,4260,4260,Mountain,Cross Country Race,Carbon,New Orleans Velocipedes
2013-12-18,1093,4,LA,2,5860,11720,Road,Elite Road,Aluminum,New Orleans Velocipedes
2013-12-18,1093,5,LA,1,2880,2880,Mountain,Trail,Aluminum,New Orleans Velocipedes
2013-12-18,1093,6,LA,1,3730,3730,Mountain,Over Mountain,Carbon,New Orleans Velocipedes
2013-12-18,1093,7,LA,2,1250,2500,Road,Endurance Road,Aluminum,New Orleans Velocipedes
2013-12-18,1093,8,LA,1,1030,1030,Road,Elite Road,Aluminum,New Orleans Velocipedes
2013-12-18,1093,9,LA,1,815,815,Road,Elite Road,Aluminum,New Orleans Velocipedes
2013-12-18,1093,10,LA,1,2660,2660,Road,Elite Road,Carbon,New Orleans Velocipedes
2013-12-18,1093,11,LA,2,2240,4480,Road,Endurance Road,Carbon,New Orleans Velocipedes
2013-12-18,1093,12,LA,1,5860,5860,Road,Endurance Road,Carbon,New Orleans Velocipedes
2013-12-18,1094,1,LA,1,7990,7990,Road,Elite Road,Carbon,New Orleans Velocipedes
2013-12-18,1095,1,KS,1,1840,1840,Road,Elite Road,Carbon,Kansas City 29ers
2013-12-18,1095,2,KS,1,5330,5330,Mountain,Trail,Carbon,Kansas City 29ers
2013-12-24,1096,1,KS,1,1840,1840,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2013-12-24,1096,2,KS,2,585,1170,Mountain,Sport,Aluminum,Kansas City 29ers
2013-12-24,1096,3,KS,5,3730,18650,Mountain,Fat Bike,Aluminum,Kansas City 29ers
2013-12-24,1096,4,KS,1,2660,2660,Road,Endurance Road,Carbon,Kansas City 29ers
2013-12-24,1096,5,KS,1,9060,9060,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2013-12-24,1096,6,KS,2,3200,6400,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2013-12-24,1096,7,KS,1,2660,2660,Road,Endurance Road,Carbon,Kansas City 29ers
2013-12-24,1096,8,KS,3,1080,3240,Mountain,Sport,Aluminum,Kansas City 29ers
2013-12-24,1096,9,KS,1,3200,3200,Road,Endurance Road,Carbon,Kansas City 29ers
2013-12-24,1096,10,KS,1,3730,3730,Mountain,Over Mountain,Carbon,Kansas City 29ers
2013-12-24,1096,11,KS,1,1950,1950,Road,Triathalon,Carbon,Kansas City 29ers
2013-12-24,1096,12,KS,1,815,815,Mountain,Sport,Aluminum,Kansas City 29ers
2013-12-24,1097,1,TN,1,1950,1950,Road,Triathalon,Carbon,Nashville Cruisers
2013-12-24,1097,2,TN,1,5330,5330,Road,Endurance Road,Carbon,Nashville Cruisers
2013-12-24,1097,3,TN,1,1620,1620,Mountain,Trail,Aluminum,Nashville Cruisers
2013-12-24,1097,4,TN,1,1750,1750,Road,Cyclocross,Carbon,Nashville Cruisers
2013-12-24,1097,5,TN,1,3200,3200,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-24,1097,6,TN,1,2240,2240,Road,Endurance Road,Carbon,Nashville Cruisers
2013-12-24,1097,7,TN,1,4260,4260,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-24,1097,8,TN,1,2130,2130,Road,Endurance Road,Aluminum,Nashville Cruisers
2013-12-24,1097,9,TN,2,1680,3360,Road,Elite Road,Aluminum,Nashville Cruisers
2013-12-24,1097,10,TN,1,3200,3200,Road,Endurance Road,Carbon,Nashville Cruisers
2013-12-24,1097,11,TN,1,7460,7460,Road,Endurance Road,Carbon,Nashville Cruisers
2013-12-24,1097,12,TN,1,1030,1030,Road,Endurance Road,Aluminum,Nashville Cruisers
2013-12-24,1097,13,TN,1,1840,1840,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-24,1097,14,TN,1,12790,12790,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-24,1097,15,TN,1,1520,1520,Mountain,Sport,Aluminum,Nashville Cruisers
2013-12-24,1097,16,TN,1,2700,2700,Road,Triathalon,Carbon,Nashville Cruisers
2013-12-24,1097,17,TN,1,2660,2660,Mountain,Trail,Aluminum,Nashville Cruisers
2013-12-24,1097,18,TN,1,1950,1950,Mountain,Trail,Aluminum,Nashville Cruisers
2013-12-24,1097,19,TN,2,3200,6400,Road,Elite Road,Aluminum,Nashville Cruisers
2013-12-24,1097,20,TN,1,585,585,Mountain,Sport,Aluminum,Nashville Cruisers
2013-12-24,1097,21,TN,1,3940,3940,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-24,1097,22,TN,1,3500,3500,Road,Cyclocross,Carbon,Nashville Cruisers
2013-12-24,1097,23,TN,1,705,705,Mountain,Sport,Aluminum,Nashville Cruisers
2013-12-24,1097,24,TN,1,1350,1350,Mountain,Sport,Aluminum,Nashville Cruisers
2013-12-24,1097,25,TN,1,2770,2770,Mountain,Trail,Aluminum,Nashville Cruisers
2013-12-24,1097,26,TN,1,1570,1570,Road,Endurance Road,Aluminum,Nashville Cruisers
2013-12-25,1098,1,CO,1,5330,5330,Road,Elite Road,Carbon,Denver Bike Shop
2013-12-25,1098,2,CO,1,3200,3200,Mountain,Cross Country Race,Aluminum,Denver Bike Shop
2013-12-25,1098,3,CO,1,5330,5330,Mountain,Cross Country Race,Carbon,Denver Bike Shop
2013-12-25,1099,1,CO,1,980,980,Mountain,Sport,Aluminum,Denver Bike Shop
2013-12-25,1100,1,TX,1,2130,2130,Mountain,Fat Bike,Aluminum,San Antonio Bike Shop
2013-12-25,1100,2,TX,1,815,815,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,3,TX,2,2240,4480,Road,Endurance Road,Carbon,San Antonio Bike Shop
2013-12-25,1100,4,TX,1,2660,2660,Road,Endurance Road,Carbon,San Antonio Bike Shop
2013-12-25,1100,5,TX,2,1030,2060,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,6,TX,1,1350,1350,Mountain,Sport,Aluminum,San Antonio Bike Shop
2013-12-25,1100,7,TX,2,2130,4260,Road,Endurance Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,8,TX,1,3200,3200,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,9,TX,2,1840,3680,Road,Elite Road,Carbon,San Antonio Bike Shop
2013-12-25,1100,10,TX,1,1840,1840,Road,Endurance Road,Carbon,San Antonio Bike Shop
2013-12-25,1100,11,TX,2,3200,6400,Mountain,Over Mountain,Carbon,San Antonio Bike Shop
2013-12-25,1100,12,TX,2,1950,3900,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,13,TX,1,1680,1680,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,14,TX,1,9060,9060,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop
2013-12-25,1100,15,TX,1,2060,2060,Mountain,Cross Country Race,Aluminum,San Antonio Bike Shop
2013-12-25,1100,16,TX,1,1950,1950,Mountain,Trail,Aluminum,San Antonio Bike Shop
2013-12-25,1100,17,TX,1,815,815,Mountain,Sport,Aluminum,San Antonio Bike Shop
2013-12-25,1100,18,TX,1,1410,1410,Road,Elite Road,Aluminum,San Antonio Bike Shop
2013-12-25,1100,19,TX,1,4800,4800,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop
2013-12-25,1100,20,TX,2,1620,3240,Mountain,Trail,Aluminum,San Antonio Bike Shop
2013-12-25,1100,21,TX,1,9590,9590,Road,Endurance Road,Carbon,San Antonio Bike Shop
2013-12-25,1100,22,TX,1,6070,6070,Mountain,Over Mountain,Carbon,San Antonio Bike Shop
2013-12-25,1100,23,TX,1,6390,6390,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop
2013-12-25,1100,24,TX,2,480,960,Mountain,Sport,Aluminum,San Antonio Bike Shop
2013-12-25,1100,25,TX,2,4260,8520,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop
2013-12-25,1100,26,TX,1,1840,1840,Mountain,Cross Country Race,Aluminum,San Antonio Bike Shop
2013-12-25,1100,27,TX,1,5330,5330,Mountain,Cross Country Race,Carbon,San Antonio Bike Shop
2013-12-25,1100,28,TX,1,705,705,Mountain,Sport,Aluminum,San Antonio Bike Shop
2013-12-25,1100,29,TX,1,2880,2880,Mountain,Trail,Aluminum,San Antonio Bike Shop
2013-12-25,1101,1,KS,1,2660,2660,Mountain,Trail,Aluminum,Kansas City 29ers
2013-12-27,1102,1,CO,1,980,980,Mountain,Sport,Aluminum,Denver Bike Shop
2013-12-27,1102,2,CO,1,9060,9060,Mountain,Cross Country Race,Carbon,Denver Bike Shop
2013-12-27,1102,3,CO,1,3730,3730,Mountain,Fat Bike,Aluminum,Denver Bike Shop
2013-12-27,1102,4,CO,1,1250,1250,Road,Endurance Road,Aluminum,Denver Bike Shop
2013-12-27,1102,5,CO,2,1030,2060,Road,Elite Road,Aluminum,Denver Bike Shop
2013-12-27,1102,6,CO,2,2130,4260,Road,Endurance Road,Aluminum,Denver Bike Shop
2013-12-27,1102,7,CO,1,1350,1350,Mountain,Sport,Aluminum,Denver Bike Shop
2013-12-27,1102,8,CO,1,2240,2240,Road,Elite Road,Carbon,Denver Bike Shop
2013-12-27,1102,9,CO,2,1520,3040,Mountain,Sport,Aluminum,Denver Bike Shop
2013-12-27,1102,10,CO,1,3200,3200,Road,Elite Road,Aluminum,Denver Bike Shop
2013-12-27,1102,11,CO,1,5970,5970,Mountain,Over Mountain,Carbon,Denver Bike Shop
2013-12-27,1102,12,CO,1,1950,1950,Road,Triathalon,Carbon,Denver Bike Shop
2013-12-27,1102,13,CO,2,1080,2160,Mountain,Sport,Aluminum,Denver Bike Shop
2013-12-27,1102,14,CO,1,1680,1680,Road,Elite Road,Aluminum,Denver Bike Shop
2013-12-30,1103,1,MN,1,980,980,Mountain,Sport,Aluminum,Minneapolis Bike Shop
2013-12-30,1103,2,MN,1,2660,2660,Mountain,Trail,Aluminum,Minneapolis Bike Shop
2013-12-30,1103,3,MN,1,7460,7460,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop
2013-12-30,1103,4,MN,2,3500,7000,Road,Cyclocross,Carbon,Minneapolis Bike Shop
2013-12-30,1103,5,MN,1,1680,1680,Road,Elite Road,Aluminum,Minneapolis Bike Shop
2013-12-30,1103,6,MN,1,3200,3200,Road,Triathalon,Carbon,Minneapolis Bike Shop
2013-12-30,1103,7,MN,1,2880,2880,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop
2013-12-30,1103,8,MN,1,3200,3200,Mountain,Cross Country Race,Aluminum,Minneapolis Bike Shop
2013-12-30,1103,9,MN,2,3200,6400,Road,Elite Road,Carbon,Minneapolis Bike Shop
2013-12-31,1104,1,KY,1,2450,2450,Road,Cyclocross,Carbon,Louisville Race Equipment
2013-12-31,1104,2,KY,1,7990,7990,Road,Elite Road,Carbon,Louisville Race Equipment
2013-12-31,1104,3,KY,1,12790,12790,Mountain,Cross Country Race,Carbon,Louisville Race Equipment
2013-12-31,1104,4,KY,1,4260,4260,Road,Elite Road,Carbon,Louisville Race Equipment
2013-12-31,1104,5,KY,1,5860,5860,Road,Endurance Road,Carbon,Louisville Race Equipment
2013-12-31,1104,6,KY,3,3200,9600,Road,Elite Road,Aluminum,Louisville Race Equipment
2013-12-31,1104,7,KY,1,4500,4500,Road,Triathalon,Carbon,Louisville Race Equipment
2013-12-31,1104,8,KY,1,7460,7460,Mountain,Cross Country Race,Carbon,Louisville Race Equipment
2013-12-31,1104,9,KY,1,3200,3200,Mountain,Trail,Aluminum,Louisville Race Equipment
2013-12-31,1104,10,KY,1,3940,3940,Road,Elite Road,Carbon,Louisville Race Equipment
2013-12-31,1104,11,KY,1,1950,1950,Road,Triathalon,Carbon,Louisville Race Equipment
2013-12-31,1104,12,KY,1,815,815,Road,Elite Road,Aluminum,Louisville Race Equipment
2013-12-31,1104,13,KY,1,2700,2700,Road,Triathalon,Carbon,Louisville Race Equipment
2013-12-31,1104,14,KY,1,12250,12250,Mountain,Trail,Carbon,Louisville Race Equipment
2013-12-31,1105,1,TN,2,4260,8520,Mountain,Cross Country Race,Carbon,Nashville Cruisers
2013-12-31,1105,2,TN,1,3200,3200,Road,Elite Road,Carbon,Nashville Cruisers
2013-12-31,1105,3,TN,1,4800,4800,Road,Endurance Road,Carbon,Nashville Cruisers
2013-12-31,1105,4,TN,1,2880,2880,Mountain,Cross Country Race,Carbon,Nashville Cruisers
2013-12-31,1105,5,TN,1,2450,2450,Road,Cyclocross,Carbon,Nashville Cruisers
2014-01-01,1106,1,KS,1,3200,3200,Road,Endurance Road,Carbon,Kansas City 29ers
2014-01-01,1106,2,KS,1,1840,1840,Road,Endurance Road,Carbon,Kansas City 29ers
2014-01-01,1106,3,KS,1,7460,7460,Mountain,Trail,Carbon,Kansas City 29ers
2014-01-01,1106,4,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2014-01-03,1107,1,FL,1,9590,9590,Road,Endurance Road,Carbon,Miami Race Equipment
2014-01-07,1108,1,PA,1,9590,9590,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,2,PA,1,12250,12250,Mountain,Trail,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,3,PA,1,4260,4260,Road,Elite Road,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,4,PA,1,705,705,Mountain,Sport,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,5,PA,1,3500,3500,Road,Cyclocross,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,6,PA,1,4800,4800,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,7,PA,1,870,870,Road,Endurance Road,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,8,PA,1,3200,3200,Road,Elite Road,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,9,PA,1,1840,1840,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,10,PA,1,3200,3200,Road,Triathalon,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,11,PA,1,6390,6390,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,12,PA,3,4480,13440,Mountain,Trail,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,13,PA,1,1620,1620,Mountain,Trail,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,14,PA,1,9060,9060,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,15,PA,1,2660,2660,Road,Elite Road,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,16,PA,1,5330,5330,Road,Elite Road,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,17,PA,1,980,980,Mountain,Sport,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,18,PA,4,3730,14920,Mountain,Fat Bike,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,19,PA,1,3200,3200,Mountain,Trail,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,20,PA,1,5860,5860,Road,Elite Road,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,21,PA,1,2130,2130,Mountain,Fat Bike,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,22,PA,1,7460,7460,Mountain,Trail,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,23,PA,1,4260,4260,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,24,PA,1,4800,4800,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,25,PA,1,3200,3200,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,26,PA,9,2340,21060,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,27,PA,1,2340,2340,Mountain,Trail,Aluminum,Pittsburgh Mountain Machines
2014-01-07,1108,28,PA,1,5330,5330,Mountain,Trail,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,29,PA,1,5970,5970,Mountain,Over Mountain,Carbon,Pittsburgh Mountain Machines
2014-01-07,1108,30,PA,8,7000,56000,Road,Triathalon,Carbon,Pittsburgh Mountain Machines
2014-01-14,1109,1,FL,1,2240,2240,Road,Elite Road,Carbon,Miami Race Equipment
2014-01-14,1109,2,FL,2,5330,10660,Road,Elite Road,Carbon,Miami Race Equipment
2014-01-14,1109,3,FL,1,1950,1950,Road,Triathalon,Carbon,Miami Race Equipment
2014-01-14,1109,4,FL,1,2660,2660,Road,Endurance Road,Carbon,Miami Race Equipment
2014-01-14,1109,5,FL,1,1950,1950,Mountain,Trail,Aluminum,Miami Race Equipment
2014-01-14,1110,1,OH,1,2450,2450,Road,Cyclocross,Carbon,Cincinnati Speed
2014-01-14,1110,2,OH,1,5330,5330,Mountain,Cross Country Race,Carbon,Cincinnati Speed
2014-01-14,1110,3,OH,2,12250,24500,Mountain,Trail,Carbon,Cincinnati Speed
2014-01-14,1110,4,OH,1,1750,1750,Road,Cyclocross,Carbon,Cincinnati Speed
2014-01-14,1111,1,NY,1,12790,12790,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2014-01-14,1111,2,NY,1,3200,3200,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers
2014-01-14,1111,3,NY,1,10660,10660,Road,Elite Road,Carbon,Ithaca Mountain Climbers
2014-01-14,1112,1,AZ,1,7460,7460,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2014-01-14,1112,2,AZ,1,980,980,Mountain,Sport,Aluminum,Phoenix Bi-peds
2014-01-15,1113,1,WA,1,2660,2660,Road,Endurance Road,Carbon,Seattle Race Equipment
2014-01-15,1114,1,TN,1,705,705,Mountain,Sport,Aluminum,Nashville Cruisers
2014-01-15,1114,2,TN,2,1250,2500,Road,Endurance Road,Aluminum,Nashville Cruisers
2014-01-15,1114,3,TN,1,4260,4260,Road,Elite Road,Aluminum,Nashville Cruisers
2014-01-15,1114,4,TN,1,2240,2240,Road,Endurance Road,Carbon,Nashville Cruisers
2014-01-15,1114,5,TN,1,3200,3200,Road,Elite Road,Aluminum,Nashville Cruisers
2014-01-15,1114,6,TN,1,3730,3730,Road,Endurance Road,Carbon,Nashville Cruisers
2014-01-15,1114,7,TN,1,1840,1840,Mountain,Cross Country Race,Aluminum,Nashville Cruisers
2014-01-15,1114,8,TN,1,2660,2660,Road,Elite Road,Carbon,Nashville Cruisers
2014-01-15,1114,9,TN,4,2240,8960,Road,Elite Road,Aluminum,Nashville Cruisers
2014-01-15,1114,10,TN,1,4500,4500,Road,Triathalon,Carbon,Nashville Cruisers
2014-01-15,1114,11,TN,1,815,815,Road,Elite Road,Aluminum,Nashville Cruisers
2014-01-15,1114,12,TN,1,2130,2130,Mountain,Fat Bike,Aluminum,Nashville Cruisers
2014-01-15,1114,13,TN,1,2660,2660,Road,Endurance Road,Carbon,Nashville Cruisers
2014-01-15,1114,14,TN,3,2660,7980,Road,Elite Road,Aluminum,Nashville Cruisers
2014-01-15,1114,15,TN,1,5330,5330,Road,Endurance Road,Carbon,Nashville Cruisers
2014-01-15,1114,16,TN,1,2450,2450,Road,Cyclocross,Carbon,Nashville Cruisers
2014-01-15,1114,17,TN,1,1350,1350,Mountain,Sport,Aluminum,Nashville Cruisers
2014-01-15,1114,18,TN,1,3200,3200,Road,Endurance Road,Carbon,Nashville Cruisers
2014-01-15,1115,1,KS,1,1350,1350,Mountain,Sport,Aluminum,Kansas City 29ers
2014-01-15,1115,2,KS,1,1960,1960,Road,Cyclocross,Carbon,Kansas City 29ers
2014-01-15,1115,3,KS,1,2240,2240,Road,Endurance Road,Carbon,Kansas City 29ers
2014-01-15,1115,4,KS,3,11190,33570,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2014-01-15,1115,5,KS,1,2770,2770,Mountain,Trail,Aluminum,Kansas City 29ers
2014-01-15,1115,6,KS,1,1080,1080,Mountain,Sport,Aluminum,Kansas City 29ers
2014-01-15,1115,7,KS,1,3200,3200,Mountain,Trail,Aluminum,Kansas City 29ers
2014-01-21,1116,1,KS,1,11190,11190,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2014-01-21,1116,2,KS,1,3200,3200,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2014-01-21,1116,3,KS,1,4260,4260,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2014-01-21,1116,4,KS,1,480,480,Mountain,Sport,Aluminum,Kansas City 29ers
2014-01-21,1116,5,KS,1,12250,12250,Mountain,Trail,Carbon,Kansas City 29ers
2014-01-21,1116,6,KS,1,1250,1250,Road,Elite Road,Aluminum,Kansas City 29ers
2014-01-21,1116,7,KS,1,2660,2660,Road,Elite Road,Aluminum,Kansas City 29ers
2014-01-21,1116,8,KS,1,705,705,Mountain,Sport,Aluminum,Kansas City 29ers
2014-01-21,1116,9,KS,1,6070,6070,Mountain,Over Mountain,Carbon,Kansas City 29ers
